,rmse_1,rmse_2,rmse_3,rmse_4,rmse_5,rmse_6,rmse_7,rmse_8,rmse_9,rmse_10,rmse_11,rmse_12,rmse_13,rmse_14,rmse_15,rmse_16,rmse_17,rmse_18,rmse_19,rmse_20,rmse_21,rmse_22,rmse_23,rmse_24,rmse_25,rmse_26,rmse_27,rmse_28,rmse_29,rmse_30,rmse_31,rmse_32,rmse_33,rmse_34,rmse_35,rmse_36,rmse_37,rmse_38,rmse_39,rmse_40,rmse_41,rmse_42,rmse_43,rmse_44,rmse_45,rmse_46,rmse_47,rmse_48,rmse_49,rmse_50,rmse_51,rmse_52,rmse_53,rmse_54
Anglicantv-FCA2009RevRoberts569,0.5848907828330994,0.3630838692188263,0.728709876537323,0.12039428949356079,1.075823426246643,0.6438848376274109,0.3098007142543793,0.04907878115773201,0.6916303038597107,1.8758872747421265,0.058626651763916016,0.42032870650291443,0.10281966626644135,0.03339025005698204,0.21833142638206482,1.5819331407546997,0.20954415202140808,0.14520326256752014,0.6600868701934814,1.4082376956939697,2.313359260559082,1.163356900215149,0.5331322550773621,0.2249794900417328,0.24019716680049896,0.03975135087966919,0.38273969292640686,0.09220299124717712,0.09455524384975433,0.33632969856262207,0.19868773221969604,0.04325621947646141,0.03147951140999794,0.45246878266334534,0.027049250900745392,0.13681375980377197,0.4783692955970764,0.2106938660144806,0.8944939374923706,0.2861805558204651,0.4816678464412689,0.6892808675765991,0.2766067385673523,0.9879141449928284,1.0409305095672607,0.04739208519458771,0.13226839900016785,0.28953123092651367,0.07737191766500473,0.046196840703487396,1.5939950942993164,0.91676265001297,0.9937422275543213,0.05604333430528641
Barandide-CarmenTrailer259,0.7046676278114319,0.36522969603538513,0.7709646224975586,0.8017252683639526,0.45929086208343506,0.632418155670166,0.5794445276260376,0.39415836334228516,2.815093517303467,0.27843692898750305,3.2712604999542236,0.29088085889816284,1.0004823207855225,1.4737051725387573,0.0,1.0582674741744995,0.8573008179664612,0.5174447298049927,0.9236523509025574,0.6971800327301025,0.6736900210380554,3.2375051975250244,0.5735522508621216,0.7753533124923706,0.6275593638420105,0.44715437293052673,0.5483877062797546,0.8144738078117371,0.9076336026191711,1.2260358333587646,0.5923559069633484,0.36204415559768677,0.8028405904769897,1.5143800973892212,2.2372548580169678,3.0323269367218018,0.5008524656295776,0.4902345836162567,2.8363165855407715,1.4268138408660889,1.4332770109176636,0.9575867056846619,0.5228254795074463,0.363126277923584,0.5433263182640076,3.1101810932159424,0.4688977897167206,0.23800495266914368,0.6509341597557068,1.6812818050384521,0.9688735008239746,0.4085744023323059,2.3457069396972656,0.5676872134208679
Barandide-PucciniMadameButterfly740,1.5921915769577026,0.38349205255508423,0.6272081136703491,1.3176932334899902,0.07898364216089249,0.02264195680618286,1.2002582550048828,1.6224825382232666,0.39865514636039734,0.03824462741613388,0.5428947806358337,0.34374749660491943,0.8692796230316162,0.40192675590515137,0.8058659434318542,0.555118203163147,0.5902384519577026,0.016367804259061813,0.023292185738682747,1.6622225046157837,0.6779631972312927,0.524158775806427,0.6840755343437195,0.47292274236679077,0.16352489590644836,1.8326185941696167,0.8986359238624573,0.09542424231767654,0.15190722048282623,0.9127539992332458,0.557590663433075,1.1021201610565186,0.4444018602371216,0.402299702167511,0.0872422382235527,0.13058161735534668,0.21532897651195526,0.4690726399421692,0.3349488377571106,1.1094907522201538,0.2675965130329132,0.03041677735745907,1.103814721107483,0.035961613059043884,1.433298110961914,2.159458875656128,1.0038459300994873,1.9527599811553955,0.1804625689983368,0.2706168293952942,0.449023962020874,0.4323170483112335,0.1027461364865303,0.7170065641403198
Bavc-GossipChismeDeborah157,0.0,0.14318935573101044,0.18370601534843445,0.5176605582237244,0.15398505330085754,1.3305537700653076,0.7517656683921814,0.889633297920227,0.7125596404075623,0.13865266740322113,0.5604819655418396,0.29016149044036865,0.0,0.0,2.4106431007385254,0.026683956384658813,0.014459853991866112,0.36893394589424133,0.0,0.32666119933128357,0.4377313256263733,0.17344287037849426,0.1757677048444748,0.11357985436916351,7.148068904876709,1.4925050735473633,0.0,0.92583829164505,5.140486240386963,0.17261368036270142,0.6963666081428528,0.039215654134750366,1.1168432235717773,0.02249538153409958,0.007520653773099184,0.07434948533773422,0.43817567825317383,0.13935287296772003,0.06497762352228165,0.7063598036766052,0.20950160920619965,0.0,4.395820617675781,0.2909770607948303,0.0,0.0,1.6319606304168701,0.11095603555440903,0.4574994742870331,0.0,0.7862738370895386,0.33366456627845764,0.16220442950725555,0.0
Bavc-GustavosStoryHistoriaDeGustavoIvonne893,0.6433351635932922,0.05694625526666641,0.7447946667671204,1.0202146768569946,0.4592124819755554,0.18868762254714966,0.6650040149688721,0.22373400628566742,0.874458909034729,0.2222035527229309,0.49314960837364197,0.5238825678825378,0.7094236612319946,1.0459399223327637,0.4928368628025055,0.06279081106185913,0.2291247844696045,0.009298437274992466,0.9725207686424255,0.08665701746940613,0.216110959649086,0.6066686511039734,0.5598574280738831,0.06652145832777023,0.0622766874730587,0.5190889835357666,0.15819963812828064,0.06729723513126373,0.027985507622361183,0.8949089050292969,4.069186210632324,0.6359573602676392,0.026810750365257263,0.3198264241218567,0.6408072113990784,0.28743091225624084,0.6158095598220825,0.08974525332450867,0.25674501061439514,0.7695015668869019,0.008551744744181633,0.7786272168159485,0.33658793568611145,0.4633845388889313,0.0910227820277214,0.9840556383132935,0.7882611751556396,0.06191791594028473,0.00786553230136633,0.011003944091498852,0.507229208946228,0.4249531924724579,0.009308667853474617,0.7748914361000061
Bavc-MyPrinceCharmingMiPrincipeAzulVeronica726,0.34279143810272217,1.6744426488876343,1.1920950412750244,0.7288568615913391,0.4943031668663025,0.15523609519004822,0.08473547548055649,1.2305008172988892,1.2277318239212036,0.014580423943698406,1.987240195274353,1.191633701324463,0.010027377866208553,1.6815197467803955,0.0,0.03840995579957962,0.1055954247713089,0.018372485414147377,0.010267306119203568,1.0867351293563843,1.756837248802185,0.013226606883108616,1.0621962547302246,0.01130443625152111,0.3199111521244049,0.02277146466076374,0.25408267974853516,0.012987585738301277,1.483585000038147,0.9379659295082092,0.18248355388641357,1.7457906007766724,0.4209621548652649,0.5400209426879883,1.161960244178772,0.12522374093532562,0.5213636755943298,1.9436861276626587,0.4268094301223755,0.6923664212226868,1.119660496711731,1.0587453842163086,0.926084578037262,0.4540475606918335,1.4881383180618286,0.4863414168357849,0.016055064275860786,0.013363596983253956,0.05753288045525551,0.014402181841433048,1.0103039741516113,0.5270387530326843,0.10417555272579193,0.02174382098019123
Bluecanoerecords-BlessYou868,4.064690589904785,0.19673548638820648,7.666367530822754,4.379536151885986,0.5631906986236572,5.42554235458374,2.8758833408355713,2.477600336074829,1.5330816507339478,3.2215158939361572,2.737135648727417,4.773787021636963,3.534162759780884,10.497489929199219,3.0819342136383057,4.362785339355469,4.5899338722229,4.554106712341309,3.465620517730713,1.0866926908493042,3.8239850997924805,1.0768941640853882,1.0612119436264038,4.454197406768799,4.900135517120361,3.2215158939361572,6.336663246154785,7.278768539428711,4.554106712341309,1.2032335996627808,0.6560600399971008,4.438675403594971,2.544375419616699,1.5016828775405884,2.1506669521331787,2.0194225311279297,11.399785995483398,1.8374899625778198,1.6594871282577515,2.658616065979004,3.790421724319458,6.162769317626953,2.988206624984741,4.2193989753723145,2.965768337249756,2.24383282661438,3.9098634719848633,3.5111443996429443,3.4285061359405518,3.6561007499694824,4.84339714050293,4.893340587615967,3.8558881282806396,1.2957046031951904
Bluecanoerecords-DatzIt241,1.6864678859710693,3.132145643234253,0.4071025252342224,0.17926429212093353,3.597012758255005,0.8105103373527527,3.819631338119507,1.361281394958496,1.1558030843734741,1.5052586793899536,2.2945544719696045,1.1640944480895996,2.145226240158081,1.8053120374679565,1.9604181051254272,2.217623710632324,1.4913448095321655,3.403127908706665,2.4869751930236816,1.8305805921554565,1.8186784982681274,4.132779121398926,0.6779207587242126,1.403024673461914,1.1756718158721924,3.0703089237213135,6.118053436279297,2.3936939239501953,0.5055853724479675,2.882460594177246,0.8683533668518066,1.7483181953430176,1.2218739986419678,0.9610680937767029,1.7565876245498657,4.123464584350586,2.4454729557037354,0.799332857131958,0.6193825006484985,1.8194422721862793,1.5870087146759033,0.4643505811691284,2.2118618488311768,2.2177577018737793,3.7401669025421143,0.4371299147605896,0.0,0.5512116551399231,0.5060998201370239,3.4245834350585938,1.5064080953598022,1.8613557815551758,1.6550339460372925,2.472756862640381
Bluecanoerecords-JosephPatrickMooreTalksAboutMilesDavis954,0.5667753219604492,1.695418357849121,1.368758201599121,0.17844517529010773,1.470808744430542,0.5098550319671631,0.539971649646759,0.5667753219604492,1.3092029094696045,0.2732131779193878,0.18895317614078522,0.17606328427791595,0.31320276856422424,0.08416962623596191,0.8617815375328064,0.22556297481060028,1.8605190515518188,0.12273330241441727,0.9000361561775208,0.0022046382073312998,1.099416971206665,1.0598372220993042,0.0933050811290741,0.8601736426353455,0.7314023375511169,0.4100634455680847,0.830985963344574,0.9427178502082825,0.6271283626556396,0.933158278465271,0.04805365577340126,1.6241819858551025,0.12095136940479279,0.34626665711402893,1.1664550304412842,0.8901475071907043,0.2121112048625946,0.2638629674911499,1.246334195137024,0.05842128023505211,0.12678739428520203,0.12117104232311249,0.26515159010887146,0.10855613648891449,2.717576742172241,0.06724324822425842,0.0012551505351439118,0.023589415475726128,1.0447447299957275,0.9828609228134155,0.13385915756225586,0.7913844585418701,0.8126729726791382,1.5986500978469849
Bluecanoerecords-NabilKhemir770,2.7240073680877686,0.8971561789512634,2.404125928878784,3.418246030807495,0.5225918889045715,1.9012360572814941,2.2552545070648193,3.042607307434082,3.438143253326416,1.533992052078247,2.4480319023132324,1.183683156967163,1.8549764156341553,2.149862766265869,2.979116916656494,0.7905439138412476,1.9310921430587769,2.23866605758667,0.3750801980495453,2.5670101642608643,1.6712666749954224,0.9367982745170593,0.4397209882736206,2.958245277404785,1.1047208309173584,0.7601795792579651,1.2136212587356567,1.9764107465744019,2.0147464275360107,3.0164830684661865,1.3927297592163086,2.4411561489105225,2.6224937438964844,2.01717209815979,2.6668813228607178,1.427814245223999,2.264544725418091,3.0629098415374756,2.2679669857025146,3.9566235542297363,1.887285590171814,1.7246991395950317,1.4102228879928589,3.306394577026367,2.576833486557007,3.841951608657837,0.43590328097343445,1.4805725812911987,1.231737494468689,1.3808766603469849,3.2821788787841797,3.115973472595215,1.2684623003005981,2.1001555919647217
Cariblifecentral-3EnergyGodElephantManMiamiDancehallConcert780,7.4238128662109375,2.9900386333465576,4.1106767654418945,8.132026672363281,4.072669506072998,1.2494398355484009,2.2758090496063232,2.280872106552124,7.387351989746094,0.8345136642456055,10.88125228881836,6.698948860168457,9.916280746459961,18.646875381469727,2.419177770614624,7.515659332275391,1.3301044702529907,4.8101887702941895,19.783960342407227,10.39263916015625,7.103757858276367,0.44432786107063293,6.9560723304748535,12.451189994812012,5.137554168701172,2.3624107837677,17.88556480407715,9.254537582397461,9.54956340789795,6.682288646697998,4.960190296173096,3.5519371032714844,20.942584991455078,18.171348571777344,8.284361839294434,1.9570050239562988,4.200018405914307,8.37507152557373,7.011169910430908,4.8101887702941895,19.470701217651367,4.820082187652588,4.148575305938721,3.9570834636688232,17.114368438720703,17.99340057373047,7.3004150390625,2.3917582035064697,3.261066436767578,2.663987159729004,8.834511756896973,20.5787410736084,9.624540328979492,20.35744285583496
Celluloidremix-Cellushape912,7.363761901855469,10.850769996643066,6.1627326011657715,11.179543495178223,4.707967758178711,3.8887112140655518,3.642108678817749,7.470564842224121,5.547020435333252,7.756104469299316,7.453289985656738,5.626322269439697,5.829662799835205,11.152441024780273,9.360922813415527,6.698906898498535,0.7886409759521484,2.272768259048462,5.436899185180664,12.803126335144043,7.038271427154541,7.266652584075928,10.900010108947754,3.155564546585083,4.777846813201904,7.025224685668945,3.8133811950683594,7.996975421905518,8.75407886505127,5.17177677154541,5.989063739776611,4.186330318450928,1.938736915588379,2.9619221687316895,6.813272953033447,7.219659328460693,5.16736364364624,7.0076518058776855,4.526244163513184,5.083817005157471,2.66812801361084,8.566378593444824,6.025656223297119,9.162261962890625,6.990079402923584,7.527047634124756,7.639269828796387,8.98337459564209,2.6692521572113037,6.66832160949707,8.545639038085938,8.556886672973633,9.580591201782227,6.222379684448242
ChefsLine-IsraeliCouscous910,0.05723914876580238,0.43595269322395325,0.20438292622566223,2.9158883094787598,0.0,0.40888339281082153,3.2515997886657715,0.40453875064849854,2.3120594024658203,1.7186661958694458,0.10155730694532394,1.0693175792694092,0.16995197534561157,1.9096664190292358,3.0361828804016113,1.5037764310836792,1.1136952638626099,2.9158883094787598,0.03668683394789696,3.0299534797668457,0.45144978165626526,1.7941198348999023,3.932055711746216,5.085840225219727,3.045729398727417,1.0741983652114868,0.05600034072995186,1.4494370222091675,2.6486570835113525,0.4115729331970215,0.7167248725891113,5.1910810470581055,3.581451177597046,0.579798698425293,0.5350772738456726,0.5096624493598938,0.9386746883392334,2.064993143081665,0.27161794900894165,0.18047496676445007,0.2468380331993103,2.4648139476776123,2.999086618423462,0.4206901490688324,0.0,2.5836684703826904,3.1348533630371094,2.5640475749969482,0.0642046183347702,0.7662732005119324,0.6599081158638,0.20236514508724213,1.464444637298584,3.597356081008911
ChefsLine-KansasCityBarbecueSauce196,0.9433128833770752,1.4273887872695923,0.07554484903812408,0.03683261573314667,3.9308362007141113,0.0643814206123352,2.716555118560791,0.3320634961128235,0.08627353608608246,0.0,4.274385452270508,1.5305794477462769,0.8236874341964722,0.04423670470714569,0.07964848726987839,2.188037633895874,1.4726248979568481,0.9105029702186584,0.29378262162208557,0.09520219266414642,0.06295596063137054,0.9804872870445251,0.5483279228210449,1.0094325542449951,0.04724520444869995,0.5132659673690796,4.601106643676758,1.5884606838226318,0.18033523857593536,0.19153910875320435,1.0139883756637573,0.10316148400306702,0.0,0.0487360842525959,1.8781203031539917,1.4698760509490967,0.06904593110084534,0.24584469199180603,1.6751642227172852,0.1982419192790985,0.4123949110507965,0.2324523627758026,0.09681729227304459,1.331661581993103,0.09257320314645767,3.680896520614624,0.0,0.0717364177107811,0.3374306857585907,0.07957189530134201,0.0684453472495079,1.5911786556243896,0.08659873157739639,1.622791051864624
ChefsLine-PastaFrittata697,0.04430070519447327,1.8725253343582153,0.04114087298512459,1.5359163284301758,0.05541256442666054,0.3838408291339874,1.3532215356826782,0.562363862991333,1.038578987121582,0.41204676032066345,1.8505810499191284,0.043676912784576416,0.04909312725067139,0.14970117807388306,1.0602972507476807,1.2011092901229858,0.058924488723278046,0.0499722994863987,1.6186202764511108,0.05649084970355034,1.2762789726257324,1.9999853372573853,0.03638774901628494,1.5595940351486206,0.0291717741638422,1.7726045846939087,1.8846083879470825,1.7543978691101074,0.9323339462280273,0.5321130752563477,1.0679235458374023,1.8510380983352661,0.37630191445350647,0.12537789344787598,0.746818482875824,0.5095992684364319,0.02699982188642025,1.072361707687378,1.2932888269424438,0.045328427106142044,0.89366215467453,0.023521788418293,2.6061761379241943,0.5425490736961365,0.6454747319221497,0.05376691371202469,0.22569270431995392,0.0721650943160057,1.187780499458313,2.3461039066314697,0.9782922863960266,0.6560309529304504,0.06525343656539917,2.4027295112609863
ChefsLine-SpicyLambBurgersWithRaita938,1.9055942296981812,0.3748166263103485,1.3420041799545288,0.26119479537010193,2.6946423053741455,0.13946834206581116,0.19396303594112396,3.845909833908081,7.151859283447266,0.0,0.4144161343574524,6.131244659423828,6.446280479431152,5.47982120513916,0.15071120858192444,1.3331111669540405,5.964088439941406,0.33454403281211853,0.15859819948673248,0.0,6.480723857879639,0.0,1.4224814176559448,3.6681034564971924,0.0,0.20436854660511017,0.24860522150993347,5.06397819519043,0.14302848279476166,0.18913495540618896,0.5724451541900635,8.757521629333496,8.633589744567871,0.0,0.15071120858192444,0.22793473303318024,0.16806019842624664,0.00845580268651247,0.3037618100643158,0.19317300617694855,4.2401442527771,0.3032762408256531,0.25057753920555115,1.373460292816162,0.9233744144439697,3.231839656829834,0.09478140622377396,7.099184513092041,3.5285868644714355,7.6876349449157715,5.907696723937988,8.919260025024414,0.0,3.0733468532562256
Chuckm-SummerInTheCityACappella546,2.916560649871826,2.4564316272735596,2.768458127975464,2.8064591884613037,2.79072904586792,2.7795398235321045,2.6097047328948975,2.7047572135925293,1.9328020811080933,2.1424858570098877,2.021327495574951,2.784238338470459,2.7878904342651367,2.8598523139953613,1.581823706626892,3.1685879230499268,3.0267837047576904,1.220885157585144,2.545827627182007,3.058732271194458,2.99688458442688,2.6846723556518555,2.9112162590026855,2.775512933731079,3.0782840251922607,2.7866368293762207,2.979811668395996,3.6707026958465576,2.644261121749878,0.636711597442627,2.488734483718872,3.960195302963257,3.2416489124298096,3.2234110832214355,3.2828216552734375,2.8788394927978516,3.4233529567718506,2.7247791290283203,2.059683322906494,3.1736044883728027,1.6110713481903076,3.601447343826294,0.8996132612228394,1.1668518781661987,2.870380401611328,3.2461230754852295,1.5631335973739624,3.0836691856384277,3.1688930988311768,3.610408067703247,2.0177032947540283,2.728208541870117,2.9034767150878906,3.41206955909729
